Company ID,Companies,Exchange,Ticker,Description,Fiscal Period,Revenue,Gross Profit,EBITDA,Net Income,Enterprise Value,Primary Industry Sector,Ownership Status,Company Financing Status,Verticals,HQ Location,Last Financing Date,Last Financing Deal Type,Last Financing Size,PitchBook Link
60672-25,Greensmith Energy,,,"Provider of a energy storage software and integration services designed to make energy storage a fundamental part of a cleaner, intelligent and distributed energy infrastructure. The company's Greensmith GEMS software platform is an agnostic technology platform for multiple grid applications and power vault distributing energy storage systems that include battery packs, power conversion systems, battery trays and power vault storage units, providing full life-cycle support from design and integration to deployment and management so all systems achieve optimal results.",FY 2017,32.10,,,,,Information Technology,Acquired/Merged,Formerly VC-backed,"LOHAS & Wellness, TMT","Herndon, VA",03-Jul-2017,Merger/Acquisition,161.92,View company online
168820-66,Nikola (NAS: NKLA),NAS,NKLA,"Nikola Corp is a designer and manufacturer of battery-electric and hydrogen-electric vehicles, electric vehicle drivetrains, vehicle components, energy storage systems, and hydrogen fueling station infrastructure.",TTM 3Q2023,30.87,-221.59,-788.37,"-1,034.75","1,689.19",Business Products and Services (B2B),Publicly Held,Formerly VC-backed,Manufacturing,"Phoenix, AZ",11-Dec-2023,Public Investment 2nd Offering,100.00,View company online
129680-29,Power Systems Consultants,,,"Provider of business consulting services intended to maintain sustainable production and supply of electricity. The company's consulting services include developing high voltage direct current projects, planning, funding, and installing power substations that deliver specialist expertise in operational technologies, market systems, power networks, HVDC, distributed energy resources, and strategic advisory services, enabling businesses to gain access to prolonged electric energy supply at affordable costs.",FY 2019,30.00,,,,,Business Products and Services (B2B),Privately Held (backing),Formerly VC-backed,,"Kirkland, WA",28-Apr-2020,Investor Buyout by Management,,View company online
64368-28,Hyperdrive Innovation,,,"Manufacturer of lithium-ion battery technology intended to provide challenging applications for electric vehicles and battery energy storage systems. The company's technology takes a project seamlessly through design, integration and scalable manufacturing all under one roof, enabling customers to achieve a competitive advantage in the marketplace by consistently delivering services.",FY 2021,25.57,5.56,1.00,0.66,,Business Products and Services (B2B),Acquired/Merged,Formerly VC-backed,"CleanTech, Climate Tech, Manufacturing","Sunderland, United Kingdom",01-Apr-2015,Grant,2.02,View company online
51554-71,Intermolecular,,,"Intermolecular Inc operates in the technology sector based in the United States. It manufactures and sells support materials for the semiconductor industry. Its HPC platform, which consists of the Tempus processing tools, automated characterization methods and Informatics analysis software, is purpose-built for research and development (""R&D"") using combinatorial process systems in concert with established CVD, physical vapor deposition (""PVD"") and atomic layer deposition (""ALD"") deposition methods. It caters to semiconductor device, semiconductor materials and equipment and clean energy market companies primarily in the Asia-Pacific region.",TTM 2Q2019,25.45,18.43,-7.65,-10.88,44.87,Information Technology,Acquired/Merged,Formerly VC-backed,TMT,"San Jose, CA",20-Sep-2019,Merger/Acquisition,61.92,View company online
530754-49,Turbo Energy (NAS: TURB),NAS,TURB,"Turbo Energy SA designs, develops, and distributes equipment for the generation, management, and storage of photovoltaic energy. The energy storage products are managed, from the cloud and through the inverter of the installation, by an advanced software system which is optimized by artificial intelligence. The company primarily sell inverters, batteries, and photovoltaic modules to installers and other distributors for residential consumers located in Spain.",TTM 2Q2023,25.13,3.62,0.21,-0.38,,Energy,Publicly Held,Corporation,"Artificial Intelligence & Machine Learning, Infrastructure","Valencia, Spain",22-Sep-2023,IPO,5.00,View company online
10922-95,Evolve Transition Infrastructure (ASE: SNMP),ASE,SNMP,"Evolve Transition Infrastructure LP is focused on the acquisition, development, and ownership of infrastructure critical to the transition of energy supply to lower carbon sources. It owns natural gas gathering systems, pipelines, and processing facilities in South Texas and continues to pursue energy transition infrastructure opportunities. It generates revenue from Gathering and transportation lease revenues.",TTM 3Q2023,25.04,-3.09,11.15,,32.40,Energy,Publicly Held,Corporation,Oil & Gas,"Houston, TX",,Secondary Transaction - Open Market,,View company online
53914-60,LightSail Energy,,,"Developer of energy storage systems designed to use compressed air for grid scale energy storage technology. The company's energy storage systems change focus from a vehicle based technology to modernizing the electrical grid world-wide and help to deliver on demand solar and wind energy, enabling clients to get low cost and efficient energy storage options.",FY 2015,25.00,,,,,Energy,Out of Business,Formerly VC-backed,"CleanTech, Mobility Tech, TMT","Berkeley, CA",01-Mar-2018,Out of Business,,View company online
268087-42,Aurora Energy Research,,,"Provider of data and analytics services intended to serve the German, European and global energy markets. The company's data-driven analytics involves forecasts, reports, software solutions, forums and bespoke consultancy services, enabling the power and energy industry to get valuable insights about global energy transformation.",FY 2021,24.93,,2.51,1.67,,Business Products and Services (B2B),Privately Held (backing),Private Equity-Backed,"CleanTech, FinTech","Oxford, United Kingdom",30-Oct-2020,PE Growth/Expansion,10.38,View company online
57114-73,Merus Power (HEL: MERUS),HEL,MERUS,"Merus Power Oyj Is engaged in the design, manufacturing and sale of domestic innovative electricity storage, power quality solutions and services. The company's business is based on scalable and modular power electronics, intelligent software technologies and electrical engineering expertise.",TTM 2Q2023,24.54,11.10,0.48,-0.31,42.98,Business Products and Services (B2B),Publicly Held,Formerly VC-backed,"CleanTech, Manufacturing, TMT","Nokia, Finland",08-Jun-2021,IPO,20.53,View company online
233064-64,Lerta,,,"Developer of an energy management platform intended to help entities involved in the production, distribution, and trading of electricity or gas. The company's platform provides utility companies with digital transformation and helps them manage a large number of dispersed power units in the energy production sector, enabling clients to automate the decision-making process and improve the efficiency of their operations.",FY 2022,24.54,,,,,Information Technology,Acquired/Merged (Operating Subsidiary),Formerly VC-backed,SaaS,"Poznan, Poland",01-Feb-2023,Merger/Acquisition,23.03,View company online
47555-02,Xtreme Power,,,"Manufacturer of integrated energy storage systems created for power generators, grid operators, commercial and industrial users.",FY 2012,22.20,,,,,Business Products and Services (B2B),Acquired/Merged,Formerly VC-backed,"CleanTech, TMT","Kyle, TX",14-Apr-2014,Merger/Acquisition,,View company online
57091-78,Heliocentris,,,"Heliocentris Energy Solutions AG provides energy management systems and hybrid power solutions for distributed stationary industrial application as well as products and solutions for education,training and applied research purpose.",TTM 2Q2016,21.61,-5.04,-40.07,-44.47,21.53,Business Products and Services (B2B),Acquired/Merged (Operating Subsidiary),Formerly PE-Backed,"CleanTech, TMT","Berlin, Germany",03-Aug-2017,Bankruptcy: Admin/Reorg,,View company online
42954-49,Primus Power,,,"Manufacturer of equipment of long duration, low-cost flow battery intended for the smart grid. The company specializes in developing grid-scale electrical energy storage solutions with a safe, scalable, distributed flow battery system that economically serves multiple storage applications, offering companies with the power density and portability at industry-low prices.",FY 2021,21.50,,,,,Business Products and Services (B2B),Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech","Hayward, CA",01-Mar-2021,Debt - PPP,0.18,View company online
439437-61,Groupe Volta,,,"Developer of solar power plants intended to finance, construct, and operate renewable energy production facilities. The company operates particularly in the field of ground and roof photovoltaics, with strong expertise in agricultural photovoltaic sheds, and wind power, thereby repowering, consisting of dismantling a wind farm at the end of life to place more efficient wind turbines.",FY 2023,21.34,,,,,Energy,Privately Held (backing),Private Equity-Backed,Infrastructure,"Paris, France",03-Oct-2023,PE Growth/Expansion,42.64,View company online
